Timestamp,Username,VideoID,Comment,Date,Cleaned_Comment,Sentiment
2024-05-05T18:45:48Z,@rohitsharma8118,U6iPoP599ow,"hpcl privatisation hona chahiye bhot jda corruption h yha officer 16 lack ctc kam pdta tabhi itna corruption h Delhi Terminal tikri me officer and 2 gat TT driver and conductor on the spot chori krte hue pkde gye HR saket kamboj, vigilance department, general manager  laxmi nagar me informed bhi kiya inhone officer bachaane k driver ko suspend krdia bs, baki kuchh nhi kiya video audio proof chori k hote hue bhi koi action nhi liya Delhi terminal tikri me last year ki baat h pta krlena hpcl North zone me laxmi nagar me bhi....",2024-05-05T18:45:48Z,hpcl privatisation hona chahiye bhot jda corruption h yha officer lack ctc kam pdta tabhi itna corruption h delhi terminal tikri officer gat tt driver conductor spot chori krte hue pkde gye hr saket kamboj vigilance department general manager laxmi nagar informed bhi kiya inhone officer bachaane k driver ko suspend krdia bs baki kuchh nhi kiya video audio proof chori k hote hue bhi koi action nhi liya delhi terminal tikri last year ki baat h pta krlena hpcl north zone laxmi nagar bhi,positive
2024-05-03T08:37:14Z,@shubhamjha5552,U6iPoP599ow,Distributor Kaise len,2024-05-03T08:37:14Z,distributor kaise len,neutral
2024-05-02T03:08:30Z,@damodharansharikkal6376,U6iPoP599ow,"Excellent presentation. 
Revived old memories with HPCL. My Officer Trainee days & beyond. Best of luck to Team HPCL in all their new initiatives.",2024-05-02T03:08:30Z,excellent presentation revived old memories hpcl officer trainee days beyond best luck team hpcl new initiatives,positive
2024-05-13T18:57:46Z,@rohitsharma8118,U6iPoP599ow,"hpcl privatisation hona chahiye bhot jda corruption h yha officer 16 lack ctc kam pdta tabhi itna corruption h Delhi Terminal tikri me officer and 2 gat TT driver and conductor on the spot chori krte hue pkde gye HR saket kamboj, vigilance department, general manager  laxmi nagar me informed bhi kiya inhone officer bachaane k driver ko suspend krdia bs, baki kuchh nhi kiya video audio proof chori k hote hue bhi koi action nhi liya Delhi terminal tikri me last year ki baat h pta krlena hpcl North zone me laxmi nagar me bhi",2024-05-13T18:57:46Z,hpcl privatisation hona chahiye bhot jda corruption h yha officer lack ctc kam pdta tabhi itna corruption h delhi terminal tikri officer gat tt driver conductor spot chori krte hue pkde gye hr saket kamboj vigilance department general manager laxmi nagar informed bhi kiya inhone officer bachaane k driver ko suspend krdia bs baki kuchh nhi kiya video audio proof chori k hote hue bhi koi action nhi liya delhi terminal tikri last year ki baat h pta krlena hpcl north zone laxmi nagar bhi,positive
2024-05-01T02:27:02Z,@puranamprakash5479,U6iPoP599ow,"Director HR has once again demonstrated their expertise and vision, sharing invaluable insights into HR strategies aimed at enhancing employee engagement and retention. With their guidance, HPCL is poised to ascend as a dominant leader in the energy sector, setting new standards for excellence. Sudipto's consistent excellence is commendable, contributing significantly to the company's success. Well done indeed!",2024-05-01T02:27:02Z,director hr demonstrated expertise vision sharing invaluable insights hr strategies aimed enhancing employee engagement retention guidance hpcl poised ascend dominant leader energy sector setting new standards excellence sudiptos consistent excellence commendable contributing significantly companys success well done indeed,positive
2024-05-13T18:57:00Z,@rohitsharma8118,U6iPoP599ow,"hpcl privatisation hona chahiye bhot jda corruption h yha officer 16 lack ctc kam pdta tabhi itna corruption h Delhi Terminal tikri me officer and 2 gat TT driver and conductor on the spot chori krte hue pkde gye HR saket kamboj, vigilance department, general manager  laxmi nagar me informed bhi kiya inhone officer bachaane k driver ko suspend krdia bs, baki kuchh nhi kiya video audio proof chori k hote hue bhi koi action nhi liya Delhi terminal tikri me last year ki baat h pta krlena hpcl North zone me laxmi nagar me bhi",2024-05-13T18:57:00Z,hpcl privatisation hona chahiye bhot jda corruption h yha officer lack ctc kam pdta tabhi itna corruption h delhi terminal tikri officer gat tt driver conductor spot chori krte hue pkde gye hr saket kamboj vigilance department general manager laxmi nagar informed bhi kiya inhone officer bachaane k driver ko suspend krdia bs baki kuchh nhi kiya video audio proof chori k hote hue bhi koi action nhi liya delhi terminal tikri last year ki baat h pta krlena hpcl north zone laxmi nagar bhi,positive
2024-04-30T17:19:36Z,@samarrizwi8277,U6iPoP599ow,"Amazing interview to Watch. One advise, background Music is not required. Pls. get it removed.",2024-04-30T17:19:36Z,amazing interview watch one advise background music required pls get removed,positive
2024-04-30T16:24:33Z,@sanjaysinha7044,U6iPoP599ow,Very good initiative,2024-04-30T16:24:33Z,good initiative,positive
2024-04-30T16:15:40Z,@krishanlal7164,U6iPoP599ow,A great leader of a great company,2024-04-30T16:15:40Z,great leader great company,positive
2024-05-13T18:58:17Z,@rohitsharma8118,U6iPoP599ow,"hpcl privatisation hona chahiye bhot jda corruption h yha officer 16 lack ctc kam pdta tabhi itna corruption h Delhi Terminal tikri me officer and 2 gat TT driver and conductor on the spot chori krte hue pkde gye HR saket kamboj, vigilance department, general manager  laxmi nagar me informed bhi kiya inhone officer bachaane k driver ko suspend krdia bs, baki kuchh nhi kiya video audio proof chori k hote hue bhi koi action nhi liya Delhi terminal tikri me last year ki baat h pta krlena hpcl North zone me laxmi nagar me bhi",2024-05-13T18:58:17Z,hpcl privatisation hona chahiye bhot jda corruption h yha officer lack ctc kam pdta tabhi itna corruption h delhi terminal tikri officer gat tt driver conductor spot chori krte hue pkde gye hr saket kamboj vigilance department general manager laxmi nagar informed bhi kiya inhone officer bachaane k driver ko suspend krdia bs baki kuchh nhi kiya video audio proof chori k hote hue bhi koi action nhi liya delhi terminal tikri last year ki baat h pta krlena hpcl north zone laxmi nagar bhi,positive
2024-05-24T02:36:57Z,@kishorchaudhari4004,s28XePHvMPI,Excellent ❤,2024-05-24T02:36:57Z,excellent,positive
2024-05-16T04:15:29Z,@subhashmehta2270,s28XePHvMPI,❤ EXCELLENT,2024-05-16T04:15:29Z,excellent,positive
2024-05-13T19:03:11Z,@rohitsharma8118,s28XePHvMPI,"hpcl privatisation hona chahiye bhot jda corruption h yha officer 16 lack ctc kam pdta tabhi itna corruption h Delhi Terminal tikri me officer and 2 gat TT driver and conductor on the spot chori krte hue pkde gye HR saket kamboj, vigilance department, general manager  laxmi nagar me informed bhi kiya inhone officer bachaane k driver ko suspend krdia bs, baki kuchh nhi kiya video audio proof chori k hote hue bhi koi action nhi liya Delhi terminal tikri me last year ki baat h pta krlena hpcl North zone me laxmi nagar me bhi",2024-05-13T19:03:11Z,hpcl privatisation hona chahiye bhot jda corruption h yha officer lack ctc kam pdta tabhi itna corruption h delhi terminal tikri officer gat tt driver conductor spot chori krte hue pkde gye hr saket kamboj vigilance department general manager laxmi nagar informed bhi kiya inhone officer bachaane k driver ko suspend krdia bs baki kuchh nhi kiya video audio proof chori k hote hue bhi koi action nhi liya delhi terminal tikri last year ki baat h pta krlena hpcl north zone laxmi nagar bhi,positive
2024-05-13T20:40:24Z,@Gaddari_Karbe_124,s28XePHvMPI,रांची या आगरा मेंटल हॉस्पिटल में एक सीट खाली है तुम जैसे लोग के लिए झोला उठा के चले जाओ।,2024-05-13T20:40:24Z,,neutral
2024-05-14T03:01:00Z,@rohitsharma8118,s28XePHvMPI,​@@Gaddari_Karbe_124sachai accha nahi lgta kia sunne me pta krle fir bolio ek din CBI investigation hoga yha bs koi pdna nahi chhta inn lafde me pta krle North zone me fir bol smjha,2024-05-14T03:01:00Z,gaddarikarbesachai accha nahi lgta kia sunne pta krle fir bolio ek din cbi investigation hoga yha bs koi pdna nahi chhta inn lafde pta krle north zone fir bol smjha,neutral
2024-05-14T03:11:47Z,@Gaddari_Karbe_124,s28XePHvMPI,"अबे अंग्रेज के पूत लफरा में पड़ना नहीं चाहता तो झांटू नेता काहे बन रहा है।
चोर के औलाद को हर जगह चोर ही दिखता है।",2024-05-14T03:11:47Z,,neutral
2024-05-13T11:20:49Z,@Gaddari_Karbe_124,s28XePHvMPI,"Sir ek bar CMD sir ka v interview lijiye....

Narayan sir ka interview information se bhara hua hai...",2024-05-13T11:20:49Z,sir ek bar cmd sir ka v interview lijiye narayan sir ka interview information se bhara hua hai,neutral
2024-05-13T19:06:46Z,@rohitsharma8118,s28XePHvMPI,"hpcl privatisation hona chahiye bhot jda corruption h yha officer 16 lack ctc kam pdta tabhi itna corruption h Delhi Terminal tikri me officer and 2 gat TT driver and conductor on the spot chori krte hue pkde gye HR saket kamboj, vigilance department, general manager  laxmi nagar me informed bhi kiya inhone officer bachaane k driver ko suspend krdia bs, baki kuchh nhi kiya video audio proof chori k hote hue bhi koi action nhi liya Delhi terminal tikri me last year ki baat h pta krlena hpcl North zone me laxmi nagar me bhi",2024-05-13T19:06:46Z,hpcl privatisation hona chahiye bhot jda corruption h yha officer lack ctc kam pdta tabhi itna corruption h delhi terminal tikri officer gat tt driver conductor spot chori krte hue pkde gye hr saket kamboj vigilance department general manager laxmi nagar informed bhi kiya inhone officer bachaane k driver ko suspend krdia bs baki kuchh nhi kiya video audio proof chori k hote hue bhi koi action nhi liya delhi terminal tikri last year ki baat h pta krlena hpcl north zone laxmi nagar bhi,positive
2024-05-13T20:25:38Z,@Gaddari_Karbe_124,s28XePHvMPI,"If you feel there is Corruption  in HPCL then you should contact with CBI , ED, Income tax department which is right place for you.

प्राइवेटाइजेशन के बात पर मैं ये सलाह दूंगा कि एशिया का सबसे बड़ा रिफाइनरी रिलायंस इंडस्ट्रीज का जामनगर गुजरात में है तुम उसी से पेट्रोलियम प्रोडक्ट खरीदना।
किसको कितना सैलरी मिलता है ये डिसाइड सेलेक्सन प्रोसेस, कार्य अनुभव और एडूकेशन लेवल से होता है। तुम भी वैसा कर सकते हों तो तुम्हें भी मिलेगा।",2024-05-13T20:25:38Z,feel corruption hpcl contact cbi ed income tax department right place,positive
2024-05-14T03:04:41Z,@rohitsharma8118,s28XePHvMPI,​@@Gaddari_Karbe_124hpcl vigilance kis liye mtlb officer ko bachane k liye bs baki investigation hoga CBI ek na ek din ruk ja bhai,2024-05-14T03:04:41Z,gaddarikarbehpcl vigilance kis liye mtlb officer ko bachane k liye bs baki investigation hoga cbi ek na ek din ruk ja bhai,neutral
2024-05-14T03:18:11Z,@Gaddari_Karbe_124,s28XePHvMPI,"सस्ता नशा कर लिया है का बे
चोर_पूत जाकर CBI, ED, IT department में बात करो न कोई रोक रखा है तुम्हें

अंबानी_अंडानी के बड़हरवा चाटो",2024-05-14T03:18:11Z,cbi ed department,neutral
2024-06-21T18:47:27Z,@HariNaagKNaidu-nn1ht,7K83OxQpoxU,"Sir, it was a heartfelt conversation conducted in a very straightforward manner without any diplomacy & complicated jargon / terms / twists. It was both inspiring and provided a great sense of comfort to employees and customers alike.",2024-06-21T18:47:27Z,sir heartfelt conversation conducted straightforward manner without diplomacy complicated jargon terms twists inspiring provided great sense comfort employees customers alike,positive
2024-04-21T05:30:21Z,@puranamprakash5479,7K83OxQpoxU,Excellent articulation of speech . Great interview by Sudipto . Director emphasis on improving customer experience at our energy supplies is truly commendable,2024-04-21T05:30:21Z,excellent articulation speech great interview sudipto director emphasis improving customer experience energy supplies truly commendable,positive
2024-03-03T16:15:49Z,@Shahid-ol2mv,7K83OxQpoxU,"Great Interview. However, I believe that it could have been better without this background music.",2024-03-03T16:15:49Z,great interview however believe could better without background music,positive
2024-03-02T13:05:31Z,@maheshkumshas1022,7K83OxQpoxU,Superb Articulation! Inspirational leader ✴️💪,2024-03-02T13:05:31Z,superb articulation inspirational leader,positive
2024-03-02T06:07:27Z,@payalagarwal76,7K83OxQpoxU,"2nd Mar'24, #HP #Pump #Subhashchowk #Gurgaon filled 70.5L of diesel (on auto-cut) in a tank of 70L with apprx 7L already in tank, net 77L, duping #customers #hindustanpetroleum #diesel #petrol #fuel #Haryana #cmoharyana #mlkhattar",2024-03-02T06:07:27Z,nd mar hp pump subhashchowk gurgaon filled l diesel autocut tank l apprx l already tank net l duping customers hindustanpetroleum diesel petrol fuel haryana cmoharyana mlkhattar,positive
2024-03-01T14:42:03Z,@kushagravashishth5029,7K83OxQpoxU,🎉,2024-03-01T14:42:03Z,,neutral
2024-03-01T08:12:48Z,@sethumuthuramalingammalaya3168,7K83OxQpoxU,"Sir,wonderful and great speach . Implementation of 48 hours outlet will ldefinetly will lead to great experiance and will help the business to a great extend❤🎉",2024-03-01T08:12:48Z,sirwonderful great speach implementation hours outlet ldefinetly lead great experiance help business great extend,positive
2024-02-29T13:26:19Z,@mksinha55,7K83OxQpoxU,Calm and confident director !,2024-02-29T13:26:19Z,calm confident director,positive
2024-02-29T02:00:17Z,@rajeshnarayan3656,7K83OxQpoxU,Sir it was a very open hearted talk in a very simplified manner without any big jargons...it was inspiring and offering a comfort level to employees as well as Customers....🎉🎉,2024-02-29T02:00:17Z,sir open hearted talk simplified manner without big jargonsit inspiring offering comfort level employees well customers,positive
2024-02-28T16:14:49Z,@user-pn3ke9xx3u,7K83OxQpoxU,"Your attitude regarding communication defines your altitude. Under your leadership HP will have an endless progression. 

Preya Gas - Chennai",2024-02-28T16:14:49Z,attitude regarding communication defines altitude leadership hp endless progression preya gas chennai,negative
2024-02-28T16:12:10Z,@srinivastumuluri4109,7K83OxQpoxU,"A truly inspirational message from a maestro of Oil Industry. Apart from the underlying message, the way it has been conveyed and the body language associated with that conveying makes the talk more special and endearing.",2024-02-28T16:12:10Z,truly inspirational message maestro oil industry apart underlying message way conveyed body language associated conveying makes talk special endearing,positive
2024-02-28T15:37:34Z,@n.v.n.prasad132,7K83OxQpoxU,An inspirational and thought provoking interview..... Great,2024-02-28T15:37:34Z,inspirational thought provoking interview great,positive
2024-02-28T15:22:20Z,@jainsbh,7K83OxQpoxU,"Sir, you have really spoken from your heart. Loved your people centric approach.",2024-02-28T15:22:20Z,sir really spoken heart loved people centric approach,positive
2024-02-28T14:47:31Z,@umangraj142,7K83OxQpoxU,"Yes we should consider thought and satisfaction level of people who we are serving and act accordingly, 
Very inspirational talk, i aspire to be a leader like him.
I am hopeful to become HP-ite giving interview shortly 😉",2024-02-28T14:47:31Z,yes consider thought satisfaction level people serving act accordingly inspirational talk aspire leader like hopeful become hpite giving interview shortly,positive
2024-02-28T12:30:27Z,@pranawsinha9694,7K83OxQpoxU,"Insightful and Inspirational, thanks again sir ..",2024-02-28T12:30:27Z,insightful inspirational thanks sir,positive
2024-02-28T11:00:03Z,@subirkumarsomadder2316,7K83OxQpoxU,Insightful,2024-02-28T11:00:03Z,insightful,neutral
2024-02-28T10:21:55Z,@mr.indiancrazy3982,7K83OxQpoxU,"New advertisement LPG dealership in Rajsthan Location, Tibbi Nagarpalika Pin 335526",2024-02-28T10:21:55Z,new advertisement lpg dealership rajsthan location tibbi nagarpalika pin,positive
2024-05-29T12:03:16Z,@raghubirsinghrana2220,K24N0_B3nM8,"Excellent understanding of refinery business.

Thank you Shri Ratan Raj Ji for fostering a work environment where we feel valued for and encouraged to do our best.

Good job by team HP unplugged . Keep it up !!",2024-05-29T12:03:16Z,excellent understanding refinery business thank shri ratan raj ji fostering work environment feel valued encouraged best good job team hp unplugged keep,positive
2024-05-25T02:51:57Z,@srinivasaraokankanala3418,K24N0_B3nM8,"Sir, we are fortunate to work under your leadership. Very good interview.",2024-05-25T02:51:57Z,sir fortunate work leadership good interview,positive
2024-05-24T04:18:04Z,@samarendubhattacharya3162,K24N0_B3nM8,"It is very proud and golden moment in my life before my superannuation on 30th September 2024 to see  the improvement, enhancements, Modernization of Visag Refinery under the leadership of our respected ED Visag Refinery Shri Ratan Raj for the betterment of energy sector In India for the time to come.",2024-05-24T04:18:04Z,proud golden moment life superannuation th september see improvement enhancements modernization visag refinery leadership respected ed visag refinery shri ratan raj betterment energy sector india time come,positive
2024-05-23T14:45:54Z,@user-ou7ms2xi7r,K24N0_B3nM8,Excellent interview. This interview explains the position of company and the future plans.,2024-05-23T14:45:54Z,excellent interview interview explains position company future plans,positive
2024-05-23T04:03:22Z,@Gaddari_Karbe_124,K24N0_B3nM8,Very nice interview.,2024-05-23T04:03:22Z,nice interview,positive
2024-05-23T01:30:37Z,@muralidharvaddi2959,K24N0_B3nM8,Excellent interview,2024-05-23T01:30:37Z,excellent interview,positive
2024-05-23T00:58:50Z,@bugathamurali368,K24N0_B3nM8,Very good interview.,2024-05-23T00:58:50Z,good interview,positive
2024-05-22T18:41:17Z,@psmurthy8945,K24N0_B3nM8,Excellent interview. It was nice listening to all those vital contributions made by Sh.Ratan Raj for the growth of HPCL in Refining over the years.,2024-05-22T18:46:08Z,excellent interview nice listening vital contributions made shratan raj growth hpcl refining years,positive
2024-05-22T17:33:16Z,@samarrizwi8277,K24N0_B3nM8,"It was an amazing watch. I would like to advise all HPites to must watch this. This is the best way to know what’s going ON in our company and where do  management see HPCL in short and long run.
Good One 👍",2024-05-22T17:33:16Z,amazing watch would like advise hpites must watch best way know whats going company management see hpcl short long run good one,positive
2024-06-17T13:06:48Z,@bbbraju,LcfA_Od8DhM,"Congratulations , Veerabhadra Rao garu.",2024-06-17T13:06:48Z,congratulations veerabhadra rao garu,neutral
2024-06-16T03:56:51Z,@pvsnraju8767,LcfA_Od8DhM,"Congratulations,
Veera bhadra Rao Garu.
~ P V S N Raju.",2024-06-16T03:56:51Z,congratulations veera bhadra rao garu p v n raju,neutral
2024-06-15T18:23:37Z,@BaljeetSingh-ee5nx,LcfA_Od8DhM,Nicely narrated your professional journey from Engineer Maintenance to ED VRMP. Sir really your journey is remarkable and inspiring for all of us. I am proud of your team during my tenure in VRMP. You are very good human being and understand emotions of your team. I along with my family Wishing you and your family a very happy and healthy 2nd inning🎉❤,2024-06-15T18:23:37Z,nicely narrated professional journey engineer maintenance ed vrmp sir really journey remarkable inspiring us proud team tenure vrmp good human understand emotions team along family wishing family happy healthy nd inning,positive
2024-06-15T14:35:20Z,@chandrakishore5742,LcfA_Od8DhM,"Excellent journey sir .. very much inspiring to all of us .. under your leadership Visakh Refinery sky lines have been changed , through put mazimized and major units of VRMP i.e 9 MMTPA CDU4, Full conversion hydrocarcker, two trains of 360 TPD SRU block , two trains of HGU and utility units successfully completed and commissioning completed..The achievement will be remembered for ever and it is a great opportunity for us to be part in this successful VRMP project journey and so many valuable learnings from you.  Thank you sir..",2024-06-15T14:35:20Z,excellent journey sir much inspiring us leadership visakh refinery sky lines changed put mazimized major units vrmp ie mmtpa cdu full conversion hydrocarcker two trains tpd sru block two trains hgu utility units successfully completed commissioning completedthe achievement remembered ever great opportunity us part successful vrmp project journey many valuable learnings thank sir,positive
2024-06-14T09:37:02Z,@MuraliKrishnaJ-gk4bs,LcfA_Od8DhM,Very inspiring.,2024-06-14T09:37:02Z,inspiring,positive
2024-06-13T09:24:34Z,@srinivaskasturi7314,LcfA_Od8DhM,You are explained your journey in HPCL very well Sir,2024-06-13T17:07:25Z,explained journey hpcl well sir,neutral
2022-07-20T05:54:33Z,@s_badgujar,Z455wE_lFnE,Sir please share video of HP Gaurav award 2021 in Mumbai,2022-07-20T05:54:33Z,sir please share video hp gaurav award mumbai,neutral
2022-07-06T05:58:29Z,@r.ssolarsolutions5291,Z455wE_lFnE,plz share videos of hp gourav award 2013 programe at lemon tree hotel gaziabad,2022-07-06T05:58:29Z,plz share videos hp gourav award programe lemon tree hotel gaziabad,neutral
2022-06-04T05:28:08Z,@shinistuvert103,Z455wE_lFnE,GREETINGS!!!!!!!!!!!!!!!,2022-06-04T05:28:08Z,greetings,neutral
2021-04-02T23:23:04Z,@raisingh3677,Z455wE_lFnE,hpcl cng machine opretr job mai promotion kahan tak Hoti Hai Sar please mujhe bataen,2021-04-02T23:23:04Z,hpcl cng machine opretr job mai promotion kahan tak hoti hai sar please mujhe bataen,neutral
2021-03-26T08:12:26Z,@archanadwivedi6877,Z455wE_lFnE,Kon.ha.re.tu,2021-03-26T08:12:26Z,konharetu,neutral
2021-03-25T18:27:44Z,@bandugjumde40,Z455wE_lFnE,"👌🏻👌🏻👌🏻👌🏻👌🏻, गौरव पुरस्कार मिलने वाले हमारे सभी साथियोंको को ,,🌹🌹🌹बधाई , 🌹🌹🌹,, हमे एच,पी,सी,एल , पर गर्व है,,  हमारी एच, पी, सी, एल, जिंदाबाद,  👋👋👋👋👋",2021-03-25T18:27:44Z,,neutral
2021-03-25T18:22:29Z,@JustEntertainment777,Z455wE_lFnE,❤,2021-03-25T18:22:29Z,,neutral
2023-02-03T09:31:31Z,@saikatbiswas1640,pv6LymclkUo,Can't Login,2023-02-03T09:31:31Z,cant login,neutral
2021-01-12T16:01:47Z,@dhariwal_official.,pv6LymclkUo,Very nice payment plateform,2021-01-12T16:01:47Z,nice payment plateform,positive
2020-09-09T11:29:54Z,@bhimanarwade4412,pv6LymclkUo,Kam krne walo ka bagar bhi badao jara 6000 me kam karte hai..,2020-09-09T11:29:54Z,kam krne walo ka bagar bhi badao jara kam karte hai,neutral
2020-07-19T17:47:03Z,@vikramjha4963,pv6LymclkUo,Are mera to ek payment FASA so Abhi tak refund nahi Mila hau na Jane kitna complaint kiye par koi fayda nahi,2020-07-19T17:47:03Z,mera ek payment fasa abhi tak refund nahi mila hau na jane kitna complaint kiye par koi fayda nahi,negative
2020-07-18T08:45:06Z,@sharvanshreevlogs3732,pv6LymclkUo,No cashback on purchase from HP pay,2020-07-18T08:45:06Z,cashback purchase hp pay,neutral
2021-08-02T17:56:54Z,@pawangohite,_g9yXvt0Jg4,Hulcut h,2021-08-02T17:56:54Z,hulcut h,neutral
2021-08-02T17:55:04Z,@pawangohite,_g9yXvt0Jg4,Fraud h isme sundari anshul,2021-08-02T17:55:04Z,fraud h isme sundari anshul,neutral
2021-04-15T14:07:07Z,@sramamoorthy2975,_g9yXvt0Jg4,"Hp  has a down mkt .because I bought some  shares but now it is 100 rs less .oil coy IOC also 100 rs less now .hp organization  is seems to be good .but not in sharemkt.
May be I'm less knowledge abt hpcl.",2021-04-15T14:07:07Z,hp mkt bought shares rs less oil coy ioc also rs less hp organization seems good sharemkt may im less knowledge abt hpcl,positive
2020-12-02T06:41:42Z,@nitingoltar7241,_g9yXvt0Jg4,मेरो को हिन्दुस्तान पेटोल पंप खोलने का है 2020 मे पेटोल पंप खोलने का है यह नंबर पर मुझे फोन करो 9913411092 राज्य गुजरात जिल्ला मोरबी हाइवे पर जमीन है,2020-12-02T06:41:42Z,,neutral
2020-10-03T17:07:59Z,@imrankhanimrankhan5780,_g9yXvt0Jg4,I liked,2020-10-03T17:07:59Z,liked,positive
2020-09-15T13:32:47Z,@mohammadfaisal6579,_g9yXvt0Jg4,When the of advisement for gas agency,2020-09-15T13:32:47Z,advisement gas agency,neutral
2020-01-07T16:38:12Z,@shashidharyadav4208,_g9yXvt0Jg4,Make video in Kannada language plz,2020-01-07T16:38:12Z,make video kannada language plz,neutral
2018-07-19T13:15:01Z,@ragininagraj1651,_g9yXvt0Jg4,Good hpcl Pradeep m,2018-07-19T13:15:01Z,good hpcl pradeep,positive
2018-06-07T18:06:50Z,@balishpankaj5225,_g9yXvt0Jg4,Want to open a retail outlet,2018-06-07T18:06:50Z,want open retail outlet,neutral
2019-12-14T10:22:22Z,@warrior_singh111,_g9yXvt0Jg4,"Bekar business hai...
Mera petrol pump hai hp ka...
Sab investment dealer ko karna pada..
Koi khaas sale nai hui to 1 -2 lakh ka profit hi milega

1 cr investment karo
Aur 10 saal tak recovery hi karte raho",2019-12-14T10:22:22Z,bekar business hai mera petrol pump hai hp ka sab investment dealer ko karna pada koi khaas sale nai hui lakh ka profit hi milega cr investment karo aur saal tak recovery hi karte raho,neutral
2022-07-12T15:18:24Z,@AmitSingh-oz9fh,_g9yXvt0Jg4,@@warrior_singh111 Bhai contact numbar please,2022-07-12T15:18:24Z,warriorsingh bhai contact numbar please,neutral
2022-07-12T15:27:41Z,@warrior_singh111,_g9yXvt0Jg4,@@AmitSingh-oz9fh kaam batao,2022-07-12T15:27:41Z,amitsinghozfh kaam batao,neutral
2022-07-12T15:31:07Z,@AmitSingh-oz9fh,_g9yXvt0Jg4,@@warrior_singh111 bhai petrol pump ki jankari chahiye,2022-07-12T15:31:07Z,warriorsingh bhai petrol pump ki jankari chahiye,neutral
2022-07-12T15:34:26Z,@warrior_singh111,_g9yXvt0Jg4,"@@AmitSingh-oz9fh bataya to bekar business hai,
Ab mere pump ke pehele 3 pump khul gaye,koi sale nai,koi profit nai ..
Company ko koi matlab nai Dealer se,",2022-07-12T15:34:26Z,amitsinghozfh bataya bekar business hai ab mere pump ke pehele pump khul gayekoi sale naikoi profit nai company ko koi matlab nai dealer se,negative
2022-07-12T15:42:42Z,@warrior_singh111,_g9yXvt0Jg4,"@@AmitSingh-oz9fh agar 1-2 cr laga k business kholna hai,to aur koi factory dal lo,jada chalegi,",2022-07-12T15:42:42Z,amitsinghozfh agar cr laga k business kholna haito aur koi factory dal lojada chalegi,neutral
2022-07-12T16:00:00Z,@AmitSingh-oz9fh,_g9yXvt0Jg4,Diesel Or petrol me commision kitna h,2022-07-12T16:00:00Z,diesel petrol commision kitna h,neutral
2022-07-12T16:06:54Z,@warrior_singh111,_g9yXvt0Jg4,"@@AmitSingh-oz9fh PSU pumps pe diesel pe 2₹
Petrol pe 3-3.5₹
Bas",2022-07-12T16:06:54Z,amitsinghozfh psu pumps pe diesel pe petrol pe bas,neutral
2022-07-12T16:09:50Z,@warrior_singh111,_g9yXvt0Jg4,"@@AmitSingh-oz9fh Air inflator machine khud lagani padti hai,uske liye ek extra staff rakhna padega,
3 mahine mai Survey hote hai,Kuch bhi kami nikli to Fine laga deti hai Company,
Gov departments ko Humesa ghus deni padti hai,.
Customer Malik ko ake gali de skta hai,agar Toilet gandi hai to,...
Dunia ko lagega aap crore kama rahe ho,par aap apni staff ki salary tak nai nikal paoge bht cases main",2022-07-12T16:10:59Z,amitsinghozfh air inflator machine khud lagani padti haiuske liye ek extra staff rakhna padega mahine mai survey hote haikuch bhi kami nikli fine laga deti hai company gov departments ko humesa ghus deni padti hai customer malik ko ake gali de skta haiagar toilet gandi hai dunia ko lagega aap crore kama rahe hopar aap apni staff ki salary tak nai nikal paoge bht cases main,positive
2018-01-16T18:27:22Z,@sakibafridi8605,_g9yXvt0Jg4,Mujhe petrol pump kholna hai 9415645344,2018-01-16T18:27:22Z,mujhe petrol pump kholna hai,neutral
2018-01-26T11:58:55Z,@Shubham-Bhanpurkar,_g9yXvt0Jg4,Muzhe partner  chahye petrol pump ke lia   koi interested ho to 8989505468 pe contact kare,2018-01-26T11:58:55Z,muzhe partner chahye petrol pump ke lia koi interested ho pe contact kare,positive
2022-07-12T16:12:30Z,@warrior_singh111,_g9yXvt0Jg4,"Marna hai to khol le,..Bht bekar business hai,Malik ki koi nai chalti,
Compny ki hi chlti hai,
Factory khol le...Profit nai hota to band bhi kar skte ho, petrol pump 30 saal tak nahi band kar skte,apki zameen company ke hath chali jati hai",2022-07-12T16:12:30Z,marna hai khol lebht bekar business haimalik ki koi nai chalti compny ki hi chlti hai factory khol leprofit nai hota band bhi kar skte ho petrol pump saal tak nahi band kar skteapki zameen company ke hath chali jati hai,neutral
2018-01-01T16:12:17Z,@BISWAJITROY-vk7uf,_g9yXvt0Jg4,open petrolpamp please contact to me 8637069166,2018-01-01T16:12:17Z,open petrolpamp please contact,neutral
2019-10-22T10:30:27Z,@kranirudh7071,fJoxdbh38eU,Bahut chori karta hai aapake peteol pump wale sale chor chor gain,2019-10-22T10:30:27Z,bahut chori karta hai aapake peteol pump wale sale chor chor gain,neutral
2019-06-10T10:50:20Z,@electricalproducts8609,fJoxdbh38eU,साले चोर सर जी आपके पैट्रोल पम्प वाले तेल बहुत ही कम ऐवरेज,2019-06-10T10:50:20Z,,neutral
2019-05-10T01:59:31Z,@newsouthleopackersandmover4201,fJoxdbh38eU,"*New South Leo Packers and movers*
http://www.newsouthleopackers.com/",2019-05-10T01:59:31Z,new south leo packers movers httpwwwnewsouthleopackerscom,positive
